unit_code,market_segment,year,quarter,unit_market_activations,unit_activations,market_activations,market_contribution_to_product,product_share_in_market,product_name,unit_description,unit_detaileddescription,unit_l1_purpose,unit_l2_core_solution,unit_l3_products,market_segment_was_invalid,period_start,period_label,previous_period_activations,previous_product_share_in_market,previous_market_contribution_to_product,activation_growth_rate,product_share_change,market_contribution_change,rolling_4_period_activations,rolling_4_period_product_share,rolling_4_period_market_contribution,recent_2_period_avg_activations,previous_2_period_avg_activations,momentum_score,recent_growth,longer_term_growth,trend_score,periods_observed_total,total_historical_unit_market_activations,total_historical_unit_activations,total_historical_market_activations,global_latest_period,is_global_latest_period,latest_unit_market_activations,latest_unit_activations,latest_market_activations,latest_product_share_in_market,latest_market_contribution_to_product,historical_product_share_in_market,historical_market_contribution_to_product,blended_product_share_in_market,blended_market_contribution_to_product,latest_activations,historical_activations,periods_observed,support_sufficient,low_support_pair,normalized_latest_activations,normalized_total_activations,normalized_periods_observed,normalized_market_activations,support_score,confidence_level,normalized_blended_product_share_in_market,normalized_blended_market_contribution_to_product,normalized_momentum_score,normalized_trend_score,recommendation_score,market_share_p25,market_share_median,market_share_p75,product_contribution_p80,recommendation_label,include_in_primary_recommendations,review_reason
20X,Health Care,2026,2,1,62,18,0.016129032258064516,0.05555555555555555,20' COMBO W/10' OFFICE,Ground Level Office / Storage Combo - 20' x 8',Small Ground Level Office Combo (160 SF),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,0,2026-04-01,2026-Q2,1.0,0.02857142857142857,0.006578947368421052,0.0,0.026984126984126982,0.009550084889643463,6.0,0.054134512830165,0.01122202729083256,1.0,2.0,0.5,-0.5,-0.4545454545454546,-0.4818181818181818,9,19,1925,333,2026-04-01,True,1,62,18,0.05555555555555555,0.016129032258064516,0.057057057057057055,0.009870129870129871,0.05608108108108108,0.013938416422287391,1,19,9,False,True,0.0,0.0042706964520367935,0.8571428571428571,0.0017953321364452424,0.17310284840042883,Low,0.1443619353795792,0.01701575782506937,0.10245901639344264,0.10235808903690205,0.10852267607317578,0.05974210998293268,0.09083907927686871,0.11758066734315353,0.17380877082015603,Insufficient Data,False,Insufficient current observation history; Low confidence
MO6012,Highway & Heavy Construction,2026,2,54,782,153,0.06905370843989769,0.35294117647058826,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,92.0,0.30666666666666664,0.04337576614804337,-0.4130434782608695,0.046274509803921615,0.02567794229185432,278.0,0.2887641375866815,0.050049861350476774,73.0,66.0,1.106060606060606,0.10606060606060597,-0.060810810810810856,0.039312039312039235,10,739,17125,2878,2026-04-01,True,54,782,153,0.35294117647058826,0.06905370843989769,0.2567755385684503,0.04315328467153284,0.31928320320484,0.059988560120969994,54,739,10,True,False,0.41732283464566927,0.24080157687253614,1.0,0.24416517055655296,0.45476006108702716,Medium,0.8747699581989486,0.08715115481898636,0.3260059612518629,0.3977074997669074,0.4729325448019446,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.1079011824444154,Core Recommendation,True,No review flag
MO5010,Highway & Heavy Construction,2026,2,12,97,153,0.12371134020618557,0.0784313725490196,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,19.0,0.06333333333333334,0.08016877637130802,-0.368421052631579,0.015098039215686268,0.04354256383487755,49.0,0.05218044044557009,0.07565862798816624,15.5,9.0,1.7222222222222223,0.7222222222222223,0.13953488372093026,0.4891472868217055,10,112,1910,2878,2026-04-01,True,12,97,153,0.0784313725490196,0.12371134020618557,0.03891591382904795,0.05863874345549738,0.06460096199702953,0.10093593134344471,12,112,10,True,False,0.08661417322834646,0.03482260183968462,1.0,0.24416517055655296,0.26691938832946616,Low,0.16800532139889215,0.14951491540433529,0.5532786885245903,0.6526506404456882,0.3288958215217259,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.12706104604091326,Low Priority,False,Low confidence
MO4410,Highway & Heavy Construction,2026,2,13,250,153,0.052,0.08496732026143791,44x10 Mobile Office or Similar,44x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Sm. Open Area (up to 480 SF) - MO4410 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,19.0,0.06333333333333334,0.0397489539748954,-0.3157894736842105,0.021633986928104573,0.0122510460251046,54.0,0.05755598095607261,0.036899453814634824,16.0,11.0,1.4545454545454546,0.4545454545454546,-0.3932584269662921,0.11542390194075591,10,177,4476,2878,2026-04-01,True,13,250,153,0.08496732026143791,0.052,0.061501042390548995,0.039544235924932974,0.07675412300662679,0.047640482573726536,13,177,10,True,False,0.09448818897637795,0.056176084099868594,1.0,0.24416517055655296,0.2771490126323416,Low,0.20173136521798982,0.06834475702456715,0.4545454545454546,0.4408437311069382,0.27279636344029323,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.12654336014298484,Low Priority,False,Low confidence
MO4412,Highway & Heavy Construction,2026,2,13,293,153,0.04436860068259386,0.08496732026143791,44x12 Mobile Office or Similar,44x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 576 SF) - MO4412 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,24.0,0.08,0.04060913705583756,-0.45833333333333337,0.00496732026143791,0.0037594636267562972,67.0,0.06861939191268175,0.034917062643137986,18.5,15.0,1.2333333333333334,0.2333333333333334,-0.30208333333333337,0.019166666666666693,10,213,5542,2878,2026-04-01,True,13,293,153,0.08496732026143791,0.04436860068259386,0.07400972897845726,0.0384337784193432,0.08113216331239469,0.042291412890456126,13,213,10,True,False,0.09448818897637795,0.06800262812089355,1.0,0.24416517055655296,0.2812883030397003,Low,0.21388079523685508,0.06019800447067601,0.3729508196721312,0.3862901539702215,0.25093077195110625,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.13654530775228074,Low Priority,False,Low confidence
MO3610,Highway & Heavy Construction,2026,2,13,263,153,0.049429657794676805,0.08496732026143791,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,17.0,0.056666666666666664,0.03549060542797495,-0.23529411764705888,0.028300653594771248,0.013939052366701857,59.0,0.0627790780689335,0.03628308915633083,15.0,14.5,1.0344827586206897,0.034482758620689724,-0.11940298507462688,-0.02707153885743692,10,174,4825,2878,2026-04-01,True,13,263,153,0.08496732026143791,0.049429657794676805,0.06045865184155664,0.03606217616580311,0.07638928631447947,0.04475103922457101,13,174,10,True,False,0.09448818897637795,0.05519053876478318,1.0,0.24416517055655296,0.2768040717650617,Low,0.20071891271641773,0.06394407029250264,0.2996042962125495,0.36008475232389403,0.2284586707292791,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.11896421127287773,Low Priority,False,Low confidence
MO5012,Highway & Heavy Construction,2026,2,4,81,153,0.04938271604938271,0.026143790849673203,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,7.0,0.023333333333333334,0.04294478527607362,-0.4285714285714286,0.002810457516339869,0.006437930773309092,18.0,0.018770409096234685,0.035801325550814306,5.5,3.5,1.1,0.5714285714285714,-0.28,0.1,10,66,1532,2878,2026-04-01,True,4,81,153,0.026143790849673203,0.04938271604938271,0.022932592077831826,0.04308093994778068,0.025019871279528722,0.04717709441382201,4,66,10,False,True,0.023622047244094488,0.01971090670170828,1.0,0.24416517055655296,0.2395830509366863,Low,0.05816446609450342,0.06763900651117374,0.32377049180327877,0.4321022684846403,0.1964840374044405,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.15432501692292816,Low Priority,False,Below minimum support thresholds; Low confidence
40W,Highway & Heavy Construction,2026,2,13,282,153,0.04609929078014184,0.08496732026143791,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,30.0,0.1,0.036991368680641186,-0.5666666666666667,-0.015032679738562094,0.009107922099500655,111.0,0.11004369525774235,0.049466283417513156,21.5,34.0,0.6323529411764706,-0.36764705882352944,-0.16541353383458646,-0.28675364882795223,10,316,7087,2878,2026-04-01,True,13,282,153,0.08496732026143791,0.04609929078014184,0.10979847116052814,0.04458868350500917,0.09365822307611948,0.0455705782338454,13,316,10,True,False,0.09448818897637795,0.10183968462549277,1.0,0.24416517055655296,0.29313127281631,Low,0.2486416644574973,0.06519224650110599,0.1512777242044359,0.21291048561071685,0.19379275724241157,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.09438105631427836,Declining Product,False,Low confidence
MO7414,Highway & Heavy Construction,2026,2,1,7,153,0.14285714285714285,0.006535947712418301,74x14 Mobile Office or Similar,74x14 Mobile Office or Similar,Extra Large Mobile Office - 3 offices + Med. Size Open Area (up to 1036 SF) - MO7414 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,5.0,0.016666666666666666,0.19230769230769232,-0.8,-0.010130718954248365,-0.04945054945054947,12.0,0.011101138850463663,0.13507326007326007,3.0,3.0,1.0,0.0,5.0,0.1,5,13,122,1335,2026-04-01,True,1,7,153,0.006535947712418301,0.14285714285714285,0.009737827715355805,0.10655737704918032,0.007656605713446427,0.13015222482435596,1,13,5,False,True,0.0,0.0022996057818659658,0.2857142857142857,0.24416517055655296,0.08236423622216553,Low,0.009979943988535963,0.19401198267479244,0.2868852459016394,0.4321022684846403,0.17634340461786802,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.3550941558441559,Insufficient Data,False,Insufficient current observation history; Low confidence
20W,Highway & Heavy Construction,2026,2,7,415,153,0.016867469879518072,0.0457516339869281,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,36.0,0.12,0.02967848309975268,-0.8055555555555556,-0.07424836601307189,-0.012811013220234608,123.0,0.1153894358324108,0.031721515755280164,21.5,40.0,0.5375,-0.4625,-0.1398601398601399,-0.333444055944056,10,384,11726,2878,2026-04-01,True,7,415,153,0.0457516339869281,0.016867469879518072,0.13342599027102153,0.032747740064813236,0.0764376586863608,0.022425564444371382,7,384,10,True,False,0.047244094488188976,0.12417871222076216,1.0,0.24416517055655296,0.2844144994037882,Low,0.20085315011625263,0.029941873751435675,0.11629098360655739,0.18644879970315667,0.16013201137251615,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.10797409936522484,Declining Product,False,Low confidence
10W,Highway & Heavy Construction,2026,2,3,138,153,0.021739130434782608,0.0196078431372549,10' OPEN BAY OFFICE,Ground Level Office - 10' x 8',Small Ground Level Office (80 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,10.0,0.03333333333333333,0.035211267605633804,-0.7,-0.013725490196078431,-0.013472137170851196,32.0,0.03125199149855955,0.03381709490457747,6.5,9.5,0.6842105263157895,-0.3157894736842105,0.6000000000000001,0.05052631578947375,10,64,2554,2878,2026-04-01,True,3,138,153,0.0196078431372549,0.021739130434782608,0.022237665045170257,0.025058731401722788,0.020528280805025275,0.02290099077321167,3,64,10,False,True,0.015748031496062992,0.019053876478318004,1.0,0.24416517055655296,0.23659718484668868,Low,0.04569992480841995,0.03066595866488901,0.17040552200172565,0.4040631663835745,0.1500233262603884,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.0946909082655227,Low Priority,False,Below minimum support thresholds; Low confidence
25W,Highway & Heavy Construction,2026,2,4,89,153,0.0449438202247191,0.026143790849673203,25' OPEN BAY OFFICE,Ground Level Office - 25' x 10',Medium Size Ground Level Office (250 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,3.0,0.01,0.013215859030837005,0.33333333333333326,0.016143790849673205,0.0317279611938821,15.0,0.01642132773140529,0.02324776856615365,3.5,4.0,0.875,-0.125,-0.53125,-0.28750000000000003,10,81,2364,2878,2026-04-01,True,4,89,153,0.026143790849673203,0.0449438202247191,0.028144544822793608,0.03426395939086294,0.026844054740265348,0.04120586893286945,4,81,10,False,True,0.023622047244094488,0.024638633377135347,1.0,0.24416517055655296,0.24130775527308573,Low,0.06322672860236395,0.058544696786820345,0.2407786885245902,0.21248749271964273,0.14690198284190056,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.10826047073138274,Low Priority,False,Below minimum support thresholds; Low confidence
40U,Highway & Heavy Construction,2026,2,4,88,153,0.045454545454545456,0.026143790849673203,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,0,2026-04-01,2026-Q2,10.0,0.03333333333333333,0.05405405405405406,-0.6,-0.0071895424836601295,-0.008599508599508601,37.0,0.03662753200906207,0.05387611788540582,7.0,11.5,0.6086956521739131,-0.3913043478260869,0.0,-0.23478260869565215,10,107,2335,2878,2026-04-01,True,4,88,153,0.026143790849673203,0.045454545454545456,0.03717859624739402,0.04582441113490364,0.03000597273887549,0.04558399844267082,4,107,10,False,True,0.023622047244094488,0.03318002628120893,1.0,0.24416517055655296,0.24429724278951148,Low,0.07200131694932217,0.06521268577877407,0.14255167498218108,0.24236495870730723,0.13615259746151048,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.1507752579326455,Low Priority,False,Below minimum support thresholds; Low confidence
MO328,Highway & Heavy Construction,2026,2,4,130,153,0.03076923076923077,0.026143790849673203,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,14.0,0.04666666666666667,0.04105571847507331,-0.7142857142857143,-0.020522875816993465,-0.010286487705842541,49.0,0.04666215534072008,0.041574867415818874,9.0,15.5,0.5806451612903226,-0.4193548387096774,-0.039215686274509776,-0.26729917773561035,10,128,3461,2878,2026-04-01,True,4,130,153,0.026143790849673203,0.03076923076923077,0.04447533009034051,0.03698353077145334,0.03255982958390676,0.03294423577000867,4,128,10,False,True,0.023622047244094488,0.04007884362680683,1.0,0.24416517055655296,0.24671182886047077,Low,0.0790884844603269,0.045962045026019714,0.1322051824431518,0.2239362644663847,0.1299572048309607,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.1366038717133777,Low Priority,False,Below minimum support thresholds; Low confidence
30W,Highway & Heavy Construction,2026,2,5,96,153,0.052083333333333336,0.032679738562091505,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,5.0,0.016666666666666666,0.02032520325203252,0.0,0.01601307189542484,0.031758130081300816,32.0,0.03330605459361385,0.04790391131653969,5.0,11.0,0.45454545454545453,-0.5454545454545454,0.28,-0.2152727272727272,10,72,2034,2878,2026-04-01,True,5,96,153,0.032679738562091505,0.052083333333333336,0.02501737317581654,0.035398230088495575,0.029997910676895265,0.04624354719764012,5,72,10,True,False,0.031496062992125984,0.021681997371879105,1.0,0.24416517055655296,0.2430288381830571,Low,0.07197894404934968,0.06621719325804039,0.08569299552906111,0.2534221412463972,0.12644336788664334,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.11106962881022621,Declining Product,False,Low confidence
MO248,Highway & Heavy Construction,2026,2,2,88,153,0.022727272727272728,0.013071895424836602,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,5.0,0.016666666666666666,0.021367521367521368,-0.6,-0.0035947712418300647,0.00135975135975136,31.0,0.029688507725645685,0.04007791958744703,3.5,12.0,0.2916666666666667,-0.7083333333333333,-0.4655172413793104,-0.6112068965517241,10,119,2294,2878,2026-04-01,True,2,88,153,0.013071895424836602,0.022727272727272728,0.041348158443363446,0.05187445510026155,0.022968587481320996,0.032928786557818814,2,119,10,False,True,0.007874015748031496,0.03712220762155059,1.0,0.24416517055655296,0.240165195235009,Low,0.05247198105220647,0.04593851553092696,0.02561475409836067,0.02902731852663592,0.0704311253057662,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.12824215344376635,Insufficient Data,False,Insufficient current observation history; Low confidence
18W,Highway & Heavy Construction,2026,2,1,35,153,0.02857142857142857,0.006535947712418301,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,1.0,0.003937007874015748,0.013513513513513514,0.0,0.002598939838402553,0.015057915057915056,9.0,0.008795917134757076,0.026118250446608655,1.0,3.5,0.2857142857142857,-0.7142857142857143,-0.4375,-0.6035714285714285,9,30,1036,2578,2026-04-01,True,1,35,153,0.006535947712418301,0.02857142857142857,0.011636927851047323,0.02895752895752896,0.008321290760938458,0.028706563706563708,1,30,9,False,True,0.0,0.00788436268068331,0.8571428571428571,0.24416517055655296,0.19860461542246588,Low,0.01182450089187268,0.03950797586079697,0.0234192037470726,0.033354703270773806,0.05092668399312167,0.02450705032997679,0.031282901161391125,0.07651677476642729,0.16254385964912282,Insufficient Data,False,Insufficient current observation history; Low confidence
MO6012,Home Builders & Developers,2026,2,96,782,471,0.12276214833759591,0.20382165605095542,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,229.0,0.20742753623188406,0.10796793965110797,-0.5807860262008734,-0.003605880180928639,0.014794208686487939,744.0,0.20112850811637198,0.1262316518209788,162.5,209.5,0.7756563245823389,-0.2243436754176611,-0.19567567567567568,-0.21287647552086694,10,2165,17125,10937,2026-04-01,True,96,782,471,0.20382165605095542,0.12276214833759591,0.19795190637286275,0.12642335766423357,0.20176724366362297,0.12404357160191909,96,2165,10,True,False,0.7480314960629921,0.7092641261498029,1.0,0.8150807899461401,0.7915615467690923,High,0.5486532879926898,0.18470836743187113,0.20413552955905945,0.25478021167520043,0.3993160295626369,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.1079011824444154,Declining Product,True,No review flag
MO3610,Home Builders & Developers,2026,2,57,263,471,0.21673003802281368,0.12101910828025478,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,106.0,0.09601449275362318,0.22129436325678498,-0.46226415094339623,0.025004615526631593,-0.004564325233971295,353.0,0.09899165985176482,0.20744634708241624,81.5,95.0,0.8578947368421053,-0.14210526315789473,-0.06860158311345643,-0.11270379114011941,10,921,4825,10937,2026-04-01,True,57,263,471,0.12101910828025478,0.21673003802281368,0.08420956386577672,0.19088082901554404,0.10813576773518745,0.2076828148702693,57,921,10,True,False,0.4409448818897638,0.30059132720105125,1.0,0.8150807899461401,0.5410457521763993,Medium,0.28881806837242,0.31209280230529274,0.2344693701466782,0.31155286101211854,0.32384764698039786,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.11896421127287773,Declining Product,True,No review flag
20W,Home Builders & Developers,2026,2,52,415,471,0.12530120481927712,0.11040339702760085,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,137.0,0.12409420289855072,0.11294311624072548,-0.6204379562043796,-0.013690805870949868,0.01235808857855164,457.0,0.12140225457185526,0.12811019546904542,94.5,134.0,0.7052238805970149,-0.2947761194029851,-0.21070811744386875,-0.26114891861933853,10,1392,11726,10937,2026-04-01,True,52,415,471,0.11040339702760085,0.12530120481927712,0.12727438968638566,0.11871055773494799,0.11630824445817553,0.12299447833976193,52,1392,10,True,False,0.4015748031496063,0.45532194480946125,1.0,0.8150807899461401,0.5814219407802876,Medium,0.311497378541387,0.1831105749709729,0.17815634940053832,0.22742191034178255,0.28702917610502887,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.10797409936522484,Declining Product,True,No review flag
25W,Home Builders & Developers,2026,2,23,89,471,0.25842696629213485,0.04883227176220807,25' OPEN BAY OFFICE,Ground Level Office - 25' x 10',Medium Size Ground Level Office (250 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,38.0,0.034420289855072464,0.16740088105726872,-0.39473684210526316,0.014411981907135607,0.09102608523486613,129.0,0.03675676472718806,0.18108731657991417,30.5,34.0,0.8970588235294118,-0.1029411764705882,-0.2912087912087912,-0.1782482223658694,10,434,2364,10937,2026-04-01,True,23,89,471,0.04883227176220807,0.25842696629213485,0.03968181402578404,0.18358714043993232,0.04562961155445966,0.23223302724386397,23,434,10,True,False,0.1732283464566929,0.14060446780551905,1.0,0.8150807899461401,0.3913495639863882,Medium,0.11535822852911934,0.3494833238718149,0.2489151398264224,0.2744056982604091,0.25415045063540287,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.10826047073138274,Declining Product,True,No review flag
MO5012,Home Builders & Developers,2026,2,12,81,471,0.14814814814814814,0.025477707006369428,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,38.0,0.034420289855072464,0.2331288343558282,-0.6842105263157895,-0.008942582848703036,-0.08498068620768007,90.0,0.02434134526885036,0.17049538330213176,25.0,20.0,1.25,0.25,-0.47058823529411764,-0.03823529411764706,10,324,1532,10937,2026-04-01,True,12,81,471,0.025477707006369428,0.14814814814814814,0.0296242113925208,0.21148825065274152,0.026928983541522407,0.17031718402475582,12,324,10,True,False,0.08661417322834646,0.10446780551905388,1.0,0.8150807899461401,0.3483867715562041,Low,0.06346241316792159,0.2551841122819605,0.3790983606557377,0.35375771849636795,0.25121689204580194,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.15432501692292816,High Dependency Risk,False,Low confidence
MO4412,Home Builders & Developers,2026,2,36,293,471,0.12286689419795221,0.07643312101910828,44x12 Mobile Office or Similar,44x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 576 SF) - MO4412 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,99.0,0.08967391304347826,0.16751269035532995,-0.6363636363636364,-0.01324079202436998,-0.04464579615737774,321.0,0.08544506660719772,0.16068596443954647,67.5,93.0,0.7258064516129032,-0.27419354838709675,-0.1324324324324324,-0.217489102005231,10,893,5542,10937,2026-04-01,True,36,293,471,0.07643312101910828,0.12286689419795221,0.08164944683185517,0.16113316492241067,0.07825883505356969,0.13626008895151268,36,893,10,True,False,0.2755905511811024,0.29139290407358737,1.0,0.8150807899461401,0.47995228833375536,Medium,0.20590706768669284,0.20331439610798432,0.18574828133262827,0.25216601572410036,0.24940240140280873,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.13654530775228074,Declining Product,True,No review flag
MO4410,Home Builders & Developers,2026,2,36,250,471,0.144,0.07643312101910828,44x10 Mobile Office or Similar,44x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Sm. Open Area (up to 480 SF) - MO4410 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,75.0,0.06793478260869565,0.15690376569037656,-0.52,0.008498338410412629,-0.012903765690376573,259.0,0.07069661585703466,0.167694885521973,55.5,74.0,0.75,-0.25,-0.1452145214521452,-0.20808580858085807,10,712,4476,10937,2026-04-01,True,36,250,471,0.07643312101910828,0.144,0.06510011886257658,0.15907059874888294,0.07246657026432218,0.14927470956210903,36,712,10,True,False,0.2755905511811024,0.23193166885676741,1.0,0.8150807899461401,0.45914085600786847,Medium,0.18983304579726742,0.22313595386949686,0.194672131147541,0.2574953116643484,0.2480069558934203,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.12654336014298484,Declining Product,True,No review flag
MO248,Home Builders & Developers,2026,2,21,88,471,0.23863636363636365,0.044585987261146494,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,58.0,0.05253623188405797,0.24786324786324787,-0.6379310344827587,-0.007950244622911475,-0.009226884226884224,188.0,0.049980996517490314,0.25108246753346525,39.5,54.5,0.7247706422018348,-0.27522935779816515,0.062146892655367214,-0.1402788576167522,10,458,2294,10937,2026-04-01,True,21,88,471,0.044585987261146494,0.23863636363636365,0.041876200054859654,0.1996512641673932,0.043637561738946104,0.22499157882222398,21,458,10,True,False,0.15748031496062992,0.14848883048620237,1.0,0.8150807899461401,0.38859727990100534,Medium,0.10983012277006778,0.3384544362490989,0.18536622048428336,0.2959247525192911,0.24039147304074124,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.12824215344376635,Declining Product,True,No review flag
MO328,Home Builders & Developers,2026,2,26,130,471,0.2,0.055201698513800426,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,71.0,0.06431159420289854,0.20821114369501467,-0.6338028169014085,-0.009109895689098119,-0.008211143695014661,246.0,0.06505462568349987,0.21974628559030265,48.5,74.5,0.6510067114093959,-0.3489932885906041,-0.3315217391304348,-0.34200466880653635,10,778,3461,10937,2026-04-01,True,26,130,471,0.055201698513800426,0.2,0.07113468044253451,0.22479052297023983,0.060778242188857357,0.20867668303958392,26,778,10,True,False,0.1968503937007874,0.2536136662286465,1.0,0.8150807899461401,0.43917049996991586,Medium,0.15739695246041305,0.31360648571680605,0.15815821322477722,0.1815970911245642,0.23468716419061256,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.1366038717133777,Declining Product,True,No review flag
30W,Home Builders & Developers,2026,2,24,96,471,0.25,0.050955414012738856,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,28.0,0.025362318840579712,0.11382113821138211,-0.1428571428571429,0.025593095172159144,0.13617886178861788,134.0,0.0383750385906801,0.19833737614546343,26.0,41.0,0.6341463414634146,-0.36585365853658536,-0.1728395061728395,-0.288647997591087,10,391,2034,10937,2026-04-01,True,24,96,471,0.050955414012738856,0.25,0.035750205723690226,0.19223205506391347,0.045633591111571836,0.22978121927236972,24,391,10,True,False,0.18110236220472442,0.12647831800262813,1.0,0.8150807899461401,0.3891613170671874,Medium,0.11536927213476562,0.3457491655908166,0.15193922431027593,0.2118368676008161,0.22429818732084872,0.027555001847096874,0.04463358664670288,0.06954448824545598,0.11106962881022621,Declining Product,True,No review flag
